,id,slot,upgrade_current,primary,inate,sub1,sub2,sub3,sub4,rarity,nb_stars,type,grind,effi_stats,effi_real
218,30925026725,5,15, HP,, % ATK, % HP, VIT, % DEF,Legend,6,Violent,36.66,68.73,64.23
219,37987366635,2,15, VIT,, % DEF, % ATK, % HP, % Dmg crit,Legend,6,Violent,60.0,65.94,64.2
220,37203431706,3,15, DEF,, % Dmg crit, % Accuracy, % Tx. crit, % DEF,Héroïque,6,Vampire,70.0,66.05,64.17
221,38689642488,6,15, % ATK,, ATK, VIT, % Tx. crit, % Dmg crit,Héroïque,6,Vampire,63.33,63.61,64.16
222,28687213557,1,12, ATK, % HP, HP, VIT, % Res, % Accuracy,Legend,6,Focus,0.0,70.8,64.14
223,40609592489,3,12, DEF,, % Accuracy, VIT, % Dmg crit, % HP,Legend,6,Violent,0.0,70.67,64.02
224,38882304020,6,15, % HP, % Accuracy, % Dmg crit, % Tx. crit, % ATK, % DEF,Héroïque,6,Will,60.0,64.29,64.02
225,37535402824,2,15, % ATK, DEF, % Accuracy, VIT, % HP, % Tx. crit,Legend,6,Will,80.0,66.17,64.02
226,39545762750,4,15, % DEF, HP, VIT, % ATK, % Tx. crit, % Accuracy,Héroïque,6,Gardian,0.0,70.59,63.95
227,28410150126,2,15, % ATK,, VIT, % Dmg crit, ATK, % DEF,Héroïque,6,Rage,65.55,60.64,63.94
228,40351426267,3,12, DEF, VIT, % Dmg crit, % Tx. crit, % HP, % DEF,Legend,6,Proctection,0.0,70.52,63.89
229,37650316278,4,15, % Dmg crit,, % ATK, % DEF, % Res, % HP,Legend,6,Will,63.33,61.32,63.82
230,41735527838,3,12, DEF, % Dmg crit, % Tx. crit, HP, % HP, % DEF,Legend,6,Violent,0.0,70.45,63.82
231,36681922673,5,12, HP,, % ATK, % Tx. crit, % Dmg crit, % DEF,Héroïque,6,Fatale,55.0,65.08,63.81
232,36452069611,3,15, DEF,, % Accuracy, % Tx. crit, % HP, VIT,Héroïque,6,Despair,70.0,62.46,63.8
233,38914275261,1,12, ATK, % Dmg crit, % Tx. crit, % Accuracy, VIT, % ATK,Héroïque,6,Will,0.0,70.42,63.79
234,28519807443,2,15, % HP, VIT, % DEF, % ATK, % Res, DEF,Rare,6,Violent,66.66,60.08,63.78
235,40667444130,2,15, % ATK, VIT, % HP, % DEF, DEF, % Tx. crit,Legend,6,Will,0.0,70.32,63.7
236,36564883595,2,15, % ATK, DEF, % HP, % DEF, % Dmg crit, % Tx. crit,Legend,6,Swift,50.0,66.83,63.7
237,30609729254,5,12, HP, % HP, % Tx. crit, % Dmg crit, % ATK, % DEF,Héroïque,6,Lame,70.0,65.45,63.62
238,41727262230,3,15, DEF, % DEF, % HP, % Accuracy, VIT, % Dmg crit,Héroïque,6,Violent,0.0,70.23,63.62
239,40782640979,5,12, HP, DEF, % Tx. crit, VIT, % Dmg crit, % ATK,Héroïque,6,Will,30.0,68.89,63.59
240,37596914773,6,15, % HP, DEF, VIT, % Accuracy, % DEF, % Dmg crit,Héroïque,6,Violent,60.0,66.41,63.57
241,38872237399,4,15, % Dmg crit,, VIT, % HP, % ATK, % Tx. crit,Héroïque,6,Vampire,53.33,66.58,63.56
242,36463695499,4,14, % DEF,, % Res, % Accuracy, % Tx. crit, % ATK,Legend,6,Combat,0.0,70.16,63.56
243,37465526401,6,15, % ATK,, % HP, VIT, % DEF, HP,Héroïque,6,Proctection,61.54,56.04,63.45
244,38705991413,3,15, DEF, % DEF, VIT, % Tx. crit, % Accuracy, % HP,Héroïque,6,Will,60.0,70.12,63.39
245,28153875017,1,12, ATK,, % Dmg crit, % Tx. crit, % Res, VIT,Legend,6,Tolerance,80.0,66.89,63.37
246,27119277332,2,15, % HP,, % Res, % Accuracy, HP, % DEF,Héroïque,6,Energy,0.0,69.95,63.36
247,28487557942,4,12, % Tx. crit, VIT, % Accuracy, % Res, HP, ATK,Legend,6,Violent,0.0,69.88,63.31
248,30947201190,3,15, DEF, HP, VIT, % Res, % Dmg crit, % DEF,Héroïque,6,Despair,64.99,64.91,63.27
249,39208766698,4,15, % HP, DEF, VIT, % Dmg crit, % Tx. crit, % ATK,Héroïque,6,Revenge,60.0,68.25,63.26
250,40352196724,5,12, HP, VIT, % Tx. crit, % DEF, % ATK, % HP,Héroïque,6,Violent,0.0,69.81,63.24
251,28441688700,3,15, DEF,, VIT, % Res, % Accuracy, % HP,Héroïque,6,Focus,60.0,67.59,63.22
252,30537943404,1,15, ATK, % Tx. crit, VIT, % Accuracy, % Dmg crit, % HP,Héroïque,6,Lame,55.0,68.0,63.19
253,28753331594,5,12, HP,, % Accuracy, % ATK, ATK, VIT,Legend,5,Proctection,64.99,66.66,63.18
254,27026716086,4,15, % Dmg crit, ATK, % ATK, % Accuracy, HP, VIT,Legend,6,Energy,75.0,65.1,63.18
255,39158203612,6,15, % ATK, % Accuracy, % Tx. crit, % HP, ATK, % DEF,Legend,6,Violent,0.0,69.71,63.15
256,31216329152,5,12, HP, % Accuracy, % Res, ATK, % Dmg crit, % DEF,Legend,6,Swift,0.0,69.66,63.1
257,42076135157,1,12, ATK,, % Dmg crit, % Tx. crit, % Accuracy, % ATK,Legend,6,Revenge,0.0,69.64,63.09
258,41627728699,5,12, HP, % ATK, ATK, % Res, VIT, % Accuracy,Héroïque,6,Nemesis,0.0,69.6,63.05
259,36908146449,5,15, HP, ATK, % HP, % ATK, % Tx. crit, % Res,Héroïque,6,Fatale,55.0,68.55,63.02
260,31115618036,1,12, ATK,, % Tx. crit, VIT, HP, % Accuracy,Legend,6,Combat,80.0,65.35,63.01
261,29247887442,5,12, HP,, % Accuracy, % DEF, % HP, VIT,Legend,5,Lame,0.0,69.49,62.95
262,27071237718,1,12, ATK, % Res, % Accuracy, VIT, % HP, % Tx. crit,Héroïque,6,Swift,0.0,69.35,62.82
263,39170359061,3,15, DEF,, % Tx. crit, VIT, % Accuracy, % HP,Héroïque,6,Violent,50.0,66.29,62.81
264,40593756147,5,12, HP, % Res, VIT, % DEF, ATK, % Accuracy,Legend,6,Focus,0.0,69.31,62.78
265,39259347931,5,12, HP,, % ATK, % Tx. crit, VIT, DEF,Legend,6,Violent,0.0,69.27,62.75
266,38953243132,5,12, HP, % Accuracy, % Dmg crit, % DEF, VIT, % HP,Legend,6,Rage,0.0,69.22,62.71
267,40640351206,1,15, ATK,, % Res, VIT, % Tx. crit, % ATK,Legend,6,Endurance,0.0,69.19,62.68
268,27241508919,5,15, HP,, VIT, % Tx. crit, % Res, % DEF,Legend,6,Despair,0.0,69.19,62.68
269,38937660924,4,15, % Dmg crit, % HP, % DEF, VIT, % ATK, HP,Héroïque,6,Will,70.0,65.83,62.66
270,30925026726,3,15, DEF,, % Res, VIT, % HP, HP,Legend,6,Violent,0.0,69.16,62.65
271,28541479880,2,15, % ATK, % HP, % Tx. crit, % Dmg crit, % DEF, VIT,Rare,6,Endurance,80.0,64.34,62.62
272,28729694724,1,15, ATK,, % Accuracy, % Dmg crit, % HP, % Tx. crit,Legend,6,Swift,0.0,69.07,62.57
273,29295236402,2,15, VIT, % ATK, % Tx. crit, % Dmg crit, % Accuracy, % HP,Héroïque,6,Despair,60.0,66.17,62.57
274,38912969510,6,15, HP,, % Tx. crit, VIT, DEF, % Res,Héroïque,6,Destruction,100.0,68.51,62.54
275,39217776518,4,15, % HP, % Accuracy, % Dmg crit, % Tx. crit, % DEF, VIT,Legend,6,Revenge,60.0,67.43,62.54
276,36342665242,1,15, ATK,, VIT, % Accuracy, % ATK, % HP,Héroïque,6,Despair,60.0,62.2,62.52
277,40916133949,1,12, ATK,, % ATK, % Dmg crit, % Accuracy, % Res,Legend,6,Will,0.0,69.01,62.51
278,28789039898,5,15, HP,, % Accuracy, % HP, VIT, % DEF,Héroïque,6,Focus,63.33,62.33,62.47
279,37598966823,3,12, DEF, VIT, % DEF, % Tx. crit, HP, % Dmg crit,Legend,6,Revenge,0.0,68.96,62.47
280,36680440138,1,12, ATK,, % Res, VIT, % Tx. crit, % HP,Héroïque,6,Swift,70.0,65.53,62.45
281,28464175505,4,12, % DEF,, ATK, DEF, % ATK, VIT,Legend,6,Focus,0.0,68.88,62.4
282,27966258214,5,15, HP,, % HP, % DEF, % Accuracy, ATK,Héroïque,6,Swift,55.0,65.84,62.4
283,29481683036,5,15, HP, DEF, % ATK, % HP, % Tx. crit, % Dmg crit,Héroïque,6,Swift,40.0,69.12,62.35
284,36332085015,1,15, ATK, % Dmg crit, % Tx. crit, % ATK, % Accuracy, HP,Héroïque,6,Fatale,70.0,66.92,62.33
285,37357858802,3,15, DEF,, % HP, % DEF, VIT, % Res,Héroïque,6,Will,53.33,65.74,62.32
286,28269935750,3,12, DEF, % HP, % DEF, VIT, % Res, HP,Héroïque,6,Gardian,0.0,68.73,62.26
287,28401322801,3,15, DEF, HP, % HP, % Accuracy, % DEF, % Tx. crit,Héroïque,6,Gardian,60.0,64.02,62.2
288,40329598412,5,12, HP,, VIT, % Res, DEF, ATK,Legend,6,Proctection,0.0,68.61,62.16
289,39262921972,2,12, VIT,, % ATK, DEF, % Dmg crit, % HP,Legend,6,Revenge,0.0,68.6,62.14
290,36021723269,3,15, DEF, VIT, HP, % Tx. crit, % Dmg crit, % DEF,Héroïque,6,Will,47.27,63.38,62.14
291,27993564925,3,12, DEF,, % HP, HP, % Res, VIT,Legend,6,Lame,0.0,68.59,62.14
292,28093884751,1,12, ATK, HP, % Accuracy, % Tx. crit, % Dmg crit, % HP,Legend,6,Endurance,0.0,68.53,62.08
293,27065904347,4,15, % HP,, % Dmg crit, % ATK, % Tx. crit, % DEF,Héroïque,6,Swift,60.0,64.45,62.06
294,41919851782,3,9, DEF, VIT, % DEF, % Tx. crit, % Res,,Héroïque,6,Swift,0.0,68.5,62.05
295,38962209294,4,12, % Tx. crit,, % Dmg crit, % DEF, % HP, % Accuracy,Legend,6,Vampire,0.0,68.48,62.03
296,28441667241,3,12, DEF, HP, VIT, % DEF, % Dmg crit, % Accuracy,Legend,6,Proctection,60.0,67.41,62.03
297,28294072877,1,15, ATK, % Accuracy, % Tx. crit, % Dmg crit, % ATK, VIT,Héroïque,5,Revenge,55.0,61.46,62.03
298,27010041822,1,12, ATK,, % Accuracy, VIT, % Res, % HP,Legend,5,Swift,0.0,68.47,62.02
299,28904643321,3,15, DEF,, % Dmg crit, % Tx. crit, % Accuracy, VIT,Legend,6,Revenge,60.0,66.81,61.95
300,29014268266,2,15, VIT, % Dmg crit, % DEF, % Tx. crit, % ATK, ATK,Rare,6,Violent,55.0,62.92,61.86
301,37825000844,2,15, % ATK, % Tx. crit, % HP, % DEF, % Dmg crit, % Res,Legend,6,Violent,50.0,65.04,61.81
302,40781760359,2,15, VIT,, % Tx. crit, % ATK, % HP, % Dmg crit,Legend,6,Will,60.0,68.22,61.8
303,37465564117,4,9, % DEF, % ATK, % HP, VIT, DEF, % Res,Legend,6,Focus,0.0,68.18,61.77
304,40597989433,1,15, ATK,, VIT, % ATK, % HP, HP,Legend,6,Focus,0.0,68.17,61.76
305,36583493005,4,15, % DEF,, % Accuracy, % ATK, ATK, VIT,Legend,6,Energy,66.66,59.78,61.71
306,37374603982,3,12, DEF,, % Accuracy, % Tx. crit, HP, VIT,A Legend,16,Will,0.0,68.1,61.69
307,29520361292,5,15, HP, % DEF, % ATK, % Tx. crit, % HP, % Res,Héroïque,6,Lame,0.0,68.08,61.68
308,41628240713,3,15, DEF, % Dmg crit, VIT, % Tx. crit, % HP, % Accuracy,Héroïque,6,Nemesis,0.0,68.07,61.67
309,40992613662,4,15, % HP,, DEF, VIT, % Res, % DEF,Legend,6,Will,40.0,67.2,61.67
310,40614928048,6,15, % Res, % HP, VIT, HP, % ATK, % Dmg crit,Héroïque,6,Gardian,0.0,68.07,61.66
311,29179963491,1,15, ATK,, % Tx. crit, % Accuracy, % ATK, VIT,Héroïque,6,Violent,80.0,63.8,61.61
312,38934604508,3,12, DEF, % Tx. crit, % Accuracy, % Res, % DEF, HP,Héroïque,6,Rage,0.0,67.99,61.59
313,37026240698,3,12, DEF,, % Tx. crit, HP, % HP, % DEF,Legend,6,Determination,0.0,67.96,61.56
314,37499799198,4,12, DEF, % Res, % Accuracy, % Tx. crit, VIT, % DEF,Héroïque,6,Violent,0.0,67.96,61.56
315,36266664938,3,12, DEF, % Accuracy, % HP, VIT, % Res, HP,Héroïque,6,Swift,0.0,67.87,61.49
316,40669072214,1,15, ATK, % Res, % Tx. crit, % HP, VIT, HP,Héroïque,6,Will,75.0,62.55,61.44
317,29604033955,2,15, % ATK,, % Accuracy, % Tx. crit, ATK, % DEF,Legend,6,Swift,0.0,67.81,61.43
318,36051825082,6,15, % HP, % ATK, % Res, % Tx. crit, DEF, % DEF,Héroïque,6,Will,30.0,66.49,61.42
319,28553554762,5,12, HP,, % Tx. crit, DEF, % ATK, % HP,Legend,6,Revenge,45.0,69.67,61.4
320,36506911863,5,12, HP, % Tx. crit, % Accuracy, DEF, % Dmg crit, % DEF,Legend,6,Swift,0.0,67.77,61.39
321,40594758547,2,15, % ATK,, ATK, % Accuracy, % Tx. crit, VIT,Legend,6,Revenge,0.0,67.76,61.39
322,40682227698,3,12, DEF,, VIT, % Tx. crit, HP, % Res,Legend,6,Violent,0.0,67.76,61.38
323,29166315466,2,15, % ATK, % DEF, VIT, % Tx. crit, % HP, ATK,Héroïque,6,Endurance,0.0,67.74,61.36
324,38766982450,4,12, % Dmg crit, % Accuracy, % Res, % Tx. crit, % HP, DEF,Legend,6,Combat,0.0,67.71,61.34
325,29086226257,6,15, % ATK,, HP, % Dmg crit, % Tx. crit, VIT,Legend,5,Will,0.0,67.66,61.29
326,30947409492,1,15, ATK,, % ATK, % Tx. crit, VIT, % HP,Legend,6,Fatale,46.66,66.41,61.29
327,28293276749,5,15, HP, % Accuracy, % HP, % Dmg crit, % Tx. crit, % DEF,Héroïque,6,Violent,50.0,60.68,61.27
328,36565480715,1,12, ATK, % Res, % Dmg crit, % Tx. crit, % HP, HP,Héroïque,6,Lame,0.0,67.62,61.26
329,38823785430,4,9, % Dmg crit, % Accuracy, VIT, DEF, % HP, % DEF,Legend,6,Amelio,0.0,67.59,61.23
330,38945415317,5,15, HP,, % DEF, % Res, VIT, ATK,Héroïque,6,Destruction,62.22,58.89,61.22
331,27291165600,3,12, DEF,, VIT, % HP, % Tx. crit, % Accuracy,Héroïque,6,Fatale,50.0,65.06,61.18
332,28889572022,4,12, % Dmg crit, DEF, % ATK, % DEF, VIT, HP,Legend,6,Proctection,0.0,67.53,61.17
333,41664829257,3,15, DEF, % Accuracy, % HP, % Dmg crit, % DEF, VIT,Héroïque,6,Rage,0.0,67.49,61.14
334,42252342959,3,9, DEF, VIT, % Res, % HP, % Dmg crit, HP,Legend,5,Combat,0.0,67.49,61.14
335,36249490917,5,12, HP, % ATK, % Tx. crit, % Accuracy, % DEF, % HP,Héroïque,5,Determination,55.0,65.63,61.07
336,38975281919,2,15, VIT,, % Accuracy, % HP, % Tx. crit, HP,Héroïque,6,Will,53.27,62.92,61.04
337,36792198186,3,12, DEF, % HP, VIT, % DEF, % Accuracy, % Dmg crit,Héroïque,6,Swift,0.0,67.37,61.03
338,30987174802,5,15, HP,, % Tx. crit, % Res, % Dmg crit, % DEF,Legend,6,Swift,0.0,67.35,61.01
339,28552774412,2,15, % ATK,, % Tx. crit, % HP, % Accuracy, HP,Rare,6,Revenge,69.36,55.84,60.97
340,42114935957,3,15, DEF, % DEF, % Accuracy, VIT, % HP, % Res,Héroïque,6,Violent,0.0,67.28,60.95
341,39200165117,4,15, % HP,, % Tx. crit, % DEF, % Res, DEF,Legend,6,Endurance,50.0,67.43,60.95
342,40330552379,2,12, % ATK,, % HP, % Tx. crit, HP, VIT,Legend,6,Revenge,0.0,67.28,60.95
343,29284679211,2,15, VIT, HP, DEF, % Tx. crit, % Accuracy, % DEF,Héroïque,6,Lame,0.0,67.14,60.82
344,36446723597,1,12, ATK,, % Tx. crit, % Dmg crit, HP, VIT,Legend,6,Fatale,0.0,67.12,60.81
345,37642213332,3,12, DEF,, VIT, % HP, % Tx. crit, % Dmg crit,Héroïque,6,Will,0.0,67.11,60.8
346,27120221990,5,12, HP, DEF, % Accuracy, % Res, % HP, % DEF,Legend,5,Energy,0.0,67.11,60.8
347,38953744868,1,15, ATK, HP, % HP, % ATK, % Tx. crit, % Res,Héroïque,6,Rage,55.0,65.21,60.78
348,38895356672,6,15, % DEF, % Accuracy, % Dmg crit, % HP, % Tx. crit, HP,Héroïque,6,Nemesis,0.0,67.09,60.78
349,41059742478,1,15, ATK,, VIT, % Res, HP, % ATK,Héroïque,6,Revenge,0.0,67.07,60.76
350,27973476208,6,15, % DEF,, % Accuracy, VIT, % Dmg crit, DEF,Legend,6,Vampire,73.33,62.29,60.75
351,36972715059,1,12, ATK,, HP, % Tx. crit, % HP, % ATK,Legend,6,Amelio,0.0,66.97,60.67
352,39235406201,3,12, DEF,, % DEF, HP, % Tx. crit, VIT,Legend,6,Endurance,0.0,66.97,60.67
353,30926283879,5,12, HP, ATK, % Accuracy, % ATK, % Dmg crit, % Res,Héroïque,6,Fatale,0.0,66.97,60.66
354,37210477299,3,12, DEF,, % Tx. crit, % DEF, HP, VIT,Legend,6,Determination,0.0,66.88,60.59
355,36565252820,3,12, DEF,, % HP, HP, VIT, % Res,Legend,6,Swift,40.0,64.22,60.54
356,38896944811,6,9, % HP, % Accuracy, VIT, % DEF, % Dmg crit,,Héroïque,6,Destruction,0.0,66.82,60.53
357,39158415317,5,12, HP,, VIT, DEF, % ATK, % Accuracy,Legend,6,Proctection,0.0,66.8,60.52
358,30943001753,4,15, % Dmg crit,, ATK, % ATK, % Tx. crit, VIT,Héroïque,6,Lame,68.88,56.01,60.48
359,39068238455,3,15, DEF,, % Accuracy, HP, VIT, % DEF,Legend,6,Will,49.15,61.83,60.47
360,42154237635,3,15, DEF,, % Tx. crit, VIT, % DEF, % Res,Héroïque,6,Energy,0.0,66.75,60.47
361,37535505081,3,12, DEF, HP, % Tx. crit, VIT, % DEF, % Res,Héroïque,6,Focus,30.0,65.15,60.47
362,40627563867,3,15, DEF, % Accuracy, VIT, % Dmg crit, % Res, % HP,Héroïque,6,Violent,0.0,66.67,60.4
363,29280628425,1,12, ATK,, % ATK, VIT, % Dmg crit, % Tx. crit,Héroïque,6,Fatale,55.0,63.73,60.35
364,39250707773,3,15, DEF, % HP, % Accuracy, % Res, % Tx. crit, VIT,Héroïque,6,Violent,0.0,66.61,60.34
365,39232097598,4,9, % DEF, % Res, VIT, % Tx. crit, % ATK,,Héroïque,6,Endurance,0.0,66.61,60.34
366,28279830260,5,12, HP, VIT, % ATK, % Accuracy, % Dmg crit, % DEF,Legend,6,Violent,0.0,66.6,60.34
367,28068301530,1,15, ATK,, % Dmg crit, % Tx. crit, VIT, % HP,Héroïque,6,Revenge,60.0,62.38,60.32
368,36297266587,4,15, % HP,, VIT, % Accuracy, % DEF, % Tx. crit,Héroïque,6,Energy,60.0,61.19,60.29
369,27150519804,4,15, % Dmg crit,, % Tx. crit, % DEF, % HP, VIT,Héroïque,6,Lame,60.0,59.13,60.26
370,29254874482,1,12, ATK,, % Tx. crit, VIT, % ATK, % HP,Rare,6,Lame,56.66,56.69,60.25
371,36333488666,3,15, DEF, % Tx. crit, VIT, % DEF, % Accuracy, HP,Legend,6,Energy,60.0,67.94,60.24
372,36021751924,4,15, % ATK,, % DEF, % HP, % Accuracy, ATK,Héroïque,6,Will,60.0,57.5,60.16
373,38940605874,1,15, ATK, HP, % Accuracy, % HP, VIT, % Tx. crit,Héroïque,6,Will,0.0,66.36,60.11
374,30915876614,2,15, % HP,, VIT, % DEF, % Tx. crit, HP,Legend,6,Violent,50.54,65.89,60.06
375,30980776002,1,15, ATK,, % Accuracy, % Tx. crit, % Dmg crit, % ATK,Héroïque,6,Energy,40.0,64.56,60.06
376,40728036050,2,15, VIT, % Tx. crit, HP, % Res, % DEF, % HP,Héroïque,6,Will,0.0,66.27,60.04
377,38996257470,4,12, % DEF, DEF, VIT, % Dmg crit, % Tx. crit, % HP,Héroïque,6,Will,0.0,66.26,60.03
378,41991864429,5,15, HP,, % Dmg crit, VIT, % ATK, % Tx. crit,Legend,6,Lame,0.0,66.25,60.02
379,39047047524,2,15, VIT,, % Tx. crit, % Res, % HP, % Dmg crit,Héroïque,6,Will,0.0,66.21,59.98
380,36420136068,3,12, DEF, % HP, VIT, % Dmg crit, % DEF, HP,Héroïque,6,Despair,55.0,62.16,59.98
381,37828165210,3,12, DEF, % Res, % DEF, VIT, HP, % Tx. crit,Héroïque,6,Gardian,80.0,66.3,59.97
382,28552774416,6,15, % ATK,, VIT, % Tx. crit, % HP, % Dmg crit,Rare,6,Vampire,55.0,59.87,59.96
383,36370059233,1,12, ATK,, VIT, % Dmg crit, % Accuracy, % HP,Héroïque,6,Despair,64.99,59.81,59.95
384,28292619431,2,12, VIT,, HP, % ATK, ATK, DEF,Legend,6,Proctection,0.0,66.12,59.9
385,28556145197,4,15, % HP,, % Accuracy, HP, % DEF, VIT,Héroïque,6,Violent,52.27,57.79,59.87
386,41030912375,4,15, % HP,, % ATK, % Accuracy, % Tx. crit, DEF,Héroïque,6,Will,0.0,66.06,59.85
387,30979140385,1,12, ATK,, % HP, % Tx. crit, % Dmg crit, % Res,Legend,6,Proctection,50.0,65.61,59.83
388,27930503401,4,15, % Dmg crit, % ATK, % Accuracy, VIT, HP, % Tx. crit,Legend,6,Swift,0.0,65.98,59.78
389,37209300441,2,15, % ATK, % Accuracy, % Tx. crit, VIT, DEF, % Dmg crit,Héroïque,6,Will,80.0,62.35,59.77
390,37286384692,3,15, DEF, % Res, VIT, % HP, % DEF, % Accuracy,Héroïque,6,Will,0.0,65.97,59.76
391,36732133704,3,12, DEF, % Res, % Accuracy, HP, VIT, % Dmg crit,Héroïque,6,Determination,60.0,67.82,59.75
392,38928283576,1,12, ATK,, % Tx. crit, % HP, % Res, % ATK,Legend,6,Vampire,0.0,65.95,59.74
393,28240621929,3,12, DEF, % Tx. crit, % HP, VIT, % Res, % DEF,Héroïque,6,Endurance,0.0,65.84,59.65
394,28861005408,5,12, HP, % ATK, DEF, % Tx. crit, % Accuracy, % DEF,Legend,6,Endurance,0.0,65.78,59.59
395,40593156771,1,15, ATK, VIT, % Accuracy, % ATK, % HP, HP,Héroïque,6,Revenge,0.0,65.76,59.57
396,39117043127,1,9, ATK, VIT, % Tx. crit, % ATK, % Accuracy,,Héroïque,6,Endurance,0.0,65.76,59.57
397,36058630624,6,15, % ATK,, % Dmg crit, % HP, % DEF, % Tx. crit,Legend,6,Rage,35.0,65.57,59.53
398,40687391068,4,15, % HP, % DEF, % Accuracy, VIT, % ATK, HP,Héroïque,6,Will,0.0,65.7,59.52
399,27937414565,3,12, DEF, % DEF, % Tx. crit, % Res, % Dmg crit, HP,Rare,6,Violent,57.81,60.95,59.48
400,29613056804,5,12, HP, % Res, % Tx. crit, VIT, % ATK, % HP,Legend,6,Swift,0.0,65.66,59.48
401,36569440642,4,15, % Dmg crit,, VIT, % HP, % Accuracy, % Tx. crit,Héroïque,6,Despair,0.0,65.65,59.48
402,29529055675,1,12, ATK,, % Tx. crit, % Accuracy, % Dmg crit, VIT,Héroïque,6,Revenge,60.0,62.33,59.45
403,30896856308,2,15, VIT,, % Dmg crit, ATK, % DEF, % Accuracy,Héroïque,6,Violent,60.0,61.85,59.45
404,37499982854,2,9, % HP, % Accuracy, % Dmg crit, VIT, HP, DEF,Legend,6,Gardian,0.0,65.51,59.34
405,39061439489,6,15, % ATK,, % Accuracy, VIT, % HP, % DEF,Héroïque,6,Vampire,60.0,57.07,59.32
406,38934668736,6,15, % HP, ATK, % DEF, % ATK, VIT, HP,Héroïque,6,Will,52.95,54.07,59.31
407,27980907329,2,15, VIT, % Res, % Dmg crit, % Tx. crit, % ATK, % Accuracy,Héroïque,5,Lame,0.0,65.41,59.26
408,41009346664,1,12, ATK,, % ATK, % Res, % Accuracy, % Tx. crit,Legend,6,Gardian,0.0,65.4,59.25
409,27265040787,5,12, HP, ATK, % Res, % Accuracy, % HP, DEF,Héroïque,6,Swift,63.33,60.44,59.24
410,30766571831,4,15, % Dmg crit, VIT, % ATK, % DEF, % Tx. crit, DEF,Héroïque,6,Swift,60.0,65.05,59.19
411,30915734915,1,15, ATK,, % HP, % Dmg crit, % Tx. crit, % ATK,Héroïque,6,Violent,45.0,63.73,59.18
412,29604465250,5,15, HP, % ATK, VIT, % DEF, % Dmg crit, % Tx. crit,Rare,6,Swift,40.0,63.58,59.17
413,38945455363,6,15, % ATK,, % HP, % DEF, % Dmg crit, % Tx. crit,Héroïque,6,Will,55.0,60.22,59.15
414,38952910082,5,9, HP,, % Tx. crit, % ATK, % Dmg crit, VIT,Legend,6,Destruction,0.0,65.29,59.15
415,41614454751,2,12, VIT, ATK, HP, % DEF, % Dmg crit, % ATK,Legend,6,Proctection,0.0,65.22,59.08
416,27938932530,3,15, DEF, % HP, % Tx. crit, % Dmg crit, VIT, % DEF,Héroïque,6,Lame,65.0,59.66,59.07
417,27938810322,2,15, VIT,, % Res, % HP, % Accuracy, % DEF,Legend,5,Energy,0.0,65.16,59.03
418,37203951312,3,12, DEF, % Dmg crit, % DEF, VIT, % Res, HP,Héroïque,6,Rage,0.0,65.13,59.0
419,26682210838,4,15, % Dmg crit,, % Tx. crit, % Accuracy, % HP, % ATK,Rare,6,Fatale,64.99,55.68,58.98
420,26864174245,6,15, % HP,, VIT, % ATK, % Accuracy, DEF,Legend,5,Violent,50.0,61.95,58.92
421,37844856469,4,12, % ATK, HP, % DEF, ATK, % HP, % Res,Legend,6,Revenge,0.0,65.03,58.91
422,38888122048,3,12, DEF, % Accuracy, % HP, % Tx. crit, VIT, % Res,Héroïque,6,Will,0.0,64.98,58.87
423,38908432503,3,15, DEF, % Res, % DEF, % Accuracy, % Tx. crit, VIT,Héroïque,6,Rage,40.0,62.65,58.86
424,29506837086,3,12, DEF, % DEF, VIT, % Tx. crit, % Dmg crit, % Res,Rare,6,Combat,0.0,64.95,58.84
425,36280771456,2,15, VIT,, % DEF, % HP, % Res, % ATK,Héroïque,6,Swift,50.0,58.71,58.83
426,39021167703,6,15, % DEF, % Accuracy, % ATK, % Dmg crit, % HP, % Res,Héroïque,6,Will,0.0,64.9,58.8
427,31701118786,5,12, HP, % HP, % Accuracy, % Dmg crit, % DEF, % Tx. crit,Legend,6,Will,0.0,64.9,58.79
428,39291619987,3,9, DEF, % Accuracy, % Dmg crit, % HP, % DEF, % Tx. crit,Legend,6,Proctection,0.0,64.83,58.73
429,28844163729,3,12, DEF, % DEF, HP, % Accuracy, % Dmg crit, VIT,Legend,6,Violent,0.0,64.83,58.73
430,31208959614,4,15, % HP, % DEF, VIT, HP, ATK, % Tx. crit,Héroïque,6,Lame,60.0,64.97,58.72
431,40639123552,5,15, HP,, VIT, % HP, % Accuracy, % DEF,Héroïque,6,Violent,30.0,63.8,58.72
432,38885057460,3,9, DEF, HP, % Accuracy, % Tx. crit, % HP,,Héroïque,6,Nemesis,0.0,64.77,58.68
433,28186488385,6,15, % DEF, % Accuracy, DEF, % HP, % Res, VIT,Héroïque,6,Despair,0.0,64.76,58.67
434,27890018827,3,12, DEF,, % DEF, VIT, % Res, % HP,Héroïque,6,Swift,50.0,58.37,58.66
435,36249447099,5,12, HP,, % ATK, % HP, VIT, % Tx. crit,Legend,6,Swift,0.0,64.73,58.64
436,30979500220,3,15, DEF,, VIT, % Dmg crit, % Tx. crit, % Accuracy,Héroïque,6,Swift,0.0,64.71,58.62
437,27177453832,4,15, % HP,, VIT, % ATK, % Tx. crit, % Accuracy,Héroïque,6,Violent,55.0,62.92,58.62
